model,condition,kind,count,true_class_id,true_action,predicted_class_id,predicted_action
stgcnpp,coord_noise_mild,all_error,301,35,shake head,37,salute
stgcnpp,coord_noise_mild,all_error,259,11,writing,29,typing on a keyboard
stgcnpp,coord_noise_mild,all_error,173,6,throw,13,wear jacket
stgcnpp,coord_noise_mild,all_error,135,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_mild,all_error,114,36,wipe face,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_mild,all_error,113,28,playing with phone/tablet,11,writing
stgcnpp,coord_noise_mild,all_error,103,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_mild,all_error,103,35,shake head,53,point finger at the other person
stgcnpp,coord_noise_mild,all_error,97,10,reading,11,writing
stgcnpp,coord_noise_mild,all_error,95,11,writing,28,playing with phone/tablet
stgcnpp,frame_missing_mild,new_error,117,15,wear a shoe,16,take off a shoe
stgcnpp,frame_missing_mild,new_error,46,27,make a phone call/answer phone,28,playing with phone/tablet
stgcnpp,frame_missing_mild,new_error,37,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
stgcnpp,frame_missing_mild,new_error,34,16,take off a shoe,23,kicking something
stgcnpp,frame_missing_mild,new_error,26,29,typing on a keyboard,28,playing with phone/tablet
stgcnpp,frame_missing_mild,new_error,26,46,touch neck (neckache),43,touch head (headache)
stgcnpp,frame_missing_mild,new_error,26,11,writing,10,reading
stgcnpp,frame_missing_mild,new_error,20,53,point finger at the other person,52,pat on back of other person
stgcnpp,frame_missing_mild,new_error,19,45,touch back (backache),44,touch chest (stomachache/heart pain)
stgcnpp,frame_missing_mild,new_error,17,41,staggering,23,kicking something
stgcnpp,frame_missing_mild,all_error,246,15,wear a shoe,16,take off a shoe
stgcnpp,frame_missing_mild,all_error,152,11,writing,29,typing on a keyboard
stgcnpp,frame_missing_mild,all_error,135,10,reading,11,writing
stgcnpp,frame_missing_mild,all_error,99,29,typing on a keyboard,11,writing
stgcnpp,frame_missing_mild,all_error,95,16,take off a shoe,23,kicking something
stgcnpp,frame_missing_mild,all_error,94,11,writing,28,playing with phone/tablet
stgcnpp,frame_missing_mild,all_error,77,10,reading,28,playing with phone/tablet
stgcnpp,frame_missing_mild,all_error,45,16,take off a shoe,15,wear a shoe
stgcnpp,frame_missing_mild,all_error,43,11,writing,10,reading
stgcnpp,frame_missing_mild,all_error,38,30,pointing to something with finger,31,taking a selfie
stgcnpp,mixed_mild,new_error,185,51,pushing other person,54,hugging other person
stgcnpp,mixed_mild,new_error,146,58,walking towards each other,59,walking apart from each other
stgcnpp,mixed_mild,new_error,125,53,point finger at the other person,52,pat on back of other person
stgcnpp,mixed_mild,new_error,104,49,punching/slapping other person,13,wear jacket
stgcnpp,mixed_mild,new_error,90,6,throw,13,wear jacket
stgcnpp,mixed_mild,new_error,85,30,pointing to something with finger,31,taking a selfie
stgcnpp,mixed_mild,new_error,71,35,shake head,37,salute
stgcnpp,mixed_mild,new_error,67,50,kicking other person,54,hugging other person
stgcnpp,mixed_mild,new_error,65,49,punching/slapping other person,54,hugging other person
stgcnpp,mixed_mild,new_error,65,28,playing with phone/tablet,29,typing on a keyboard
stgcnpp,mixed_mild,all_error,211,11,writing,29,typing on a keyboard
stgcnpp,mixed_mild,all_error,204,15,wear a shoe,16,take off a shoe
stgcnpp,mixed_mild,all_error,193,51,pushing other person,54,hugging other person
stgcnpp,mixed_mild,all_error,190,30,pointing to something with finger,31,taking a selfie
stgcnpp,mixed_mild,all_error,148,58,walking towards each other,59,walking apart from each other
stgcnpp,mixed_mild,all_error,97,10,reading,11,writing
stgcnpp,mixed_mild,all_error,84,53,point finger at the other person,52,pat on back of other person
stgcnpp,mixed_mild,all_error,77,29,typing on a keyboard,11,writing
stgcnpp,mixed_mild,all_error,74,28,playing with phone/tablet,29,typing on a keyboard
stgcnpp,mixed_mild,all_error,74,28,playing with phone/tablet,11,writing
stgcnpp,joint_missing_moderate,new_error,301,34,nod head/bow,44,touch chest (stomachache/heart pain)
stgcnpp,joint_missing_moderate,new_error,285,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_moderate,new_error,228,51,pushing other person,54,hugging other person
stgcnpp,joint_missing_moderate,new_error,201,59,walking apart from each other,54,hugging other person
stgcnpp,joint_missing_moderate,new_error,174,57,handshaking,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_moderate,new_error,164,49,punching/slapping other person,54,hugging other person
stgcnpp,joint_missing_moderate,new_error,162,2,brushing teeth,28,playing with phone/tablet
stgcnpp,joint_missing_moderate,new_error,159,35,shake head,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_moderate,new_error,155,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_moderate,new_error,147,27,make a phone call/answer phone,28,playing with phone/tablet
stgcnpp,joint_missing_moderate,all_error,313,28,playing with phone/tablet,29,typing on a keyboard
stgcnpp,joint_missing_moderate,all_error,307,34,nod head/bow,44,touch chest (stomachache/heart pain)
stgcnpp,joint_missing_moderate,all_error,235,51,pushing other person,54,hugging other person
stgcnpp,joint_missing_moderate,all_error,202,59,walking apart from each other,54,hugging other person
stgcnpp,joint_missing_moderate,all_error,185,2,brushing teeth,28,playing with phone/tablet
stgcnpp,joint_missing_moderate,all_error,181,57,handshaking,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_moderate,all_error,173,49,punching/slapping other person,54,hugging other person
stgcnpp,joint_missing_moderate,all_error,173,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_moderate,all_error,172,10,reading,28,playing with phone/tablet
stgcnpp,joint_missing_moderate,all_error,164,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,limb_occlusion_moderate,new_error,215,53,point finger at the other person,52,pat on back of other person
stgcnpp,limb_occlusion_moderate,new_error,210,41,staggering,23,kicking something
stgcnpp,limb_occlusion_moderate,new_error,186,21,cheer up,22,hand waving
stgcnpp,limb_occlusion_moderate,new_error,164,58,walking towards each other,59,walking apart from each other
stgcnpp,limb_occlusion_moderate,new_error,144,15,wear a shoe,16,take off a shoe
stgcnpp,limb_occlusion_moderate,new_error,141,29,typing on a keyboard,11,writing
stgcnpp,limb_occlusion_moderate,new_error,117,5,pickup,34,nod head/bow
stgcnpp,limb_occlusion_moderate,new_error,95,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
stgcnpp,limb_occlusion_moderate,new_error,54,5,pickup,16,take off a shoe
stgcnpp,limb_occlusion_moderate,new_error,53,26,jump up,23,kicking something
stgcnpp,limb_occlusion_moderate,all_error,248,15,wear a shoe,16,take off a shoe
stgcnpp,limb_occlusion_moderate,all_error,230,53,point finger at the other person,52,pat on back of other person
stgcnpp,limb_occlusion_moderate,all_error,225,29,typing on a keyboard,11,writing
stgcnpp,limb_occlusion_moderate,all_error,210,41,staggering,23,kicking something
stgcnpp,limb_occlusion_moderate,all_error,201,21,cheer up,22,hand waving
stgcnpp,limb_occlusion_moderate,all_error,189,11,writing,29,typing on a keyboard
stgcnpp,limb_occlusion_moderate,all_error,168,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
stgcnpp,limb_occlusion_moderate,all_error,133,10,reading,11,writing
stgcnpp,limb_occlusion_moderate,all_error,120,58,walking towards each other,59,walking apart from each other
stgcnpp,limb_occlusion_moderate,all_error,69,5,pickup,34,nod head/bow
stgcnpp,coord_noise_moderate,new_error,623,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,449,26,jump up,13,wear jacket
stgcnpp,coord_noise_moderate,new_error,444,57,handshaking,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,435,6,throw,13,wear jacket
stgcnpp,coord_noise_moderate,new_error,416,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,385,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,373,36,wipe face,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,242,55,giving something to other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,237,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,new_error,229,50,kicking other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,472,6,throw,13,wear jacket
stgcnpp,coord_noise_moderate,all_error,468,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,456,57,handshaking,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,449,26,jump up,13,wear jacket
stgcnpp,coord_noise_moderate,all_error,434,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,419,0,drink water,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,417,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,415,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,409,36,wipe face,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_moderate,all_error,264,55,giving something to other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,frame_missing_moderate,new_error,138,15,wear a shoe,16,take off a shoe
stgcnpp,frame_missing_moderate,new_error,107,51,pushing other person,54,hugging other person
stgcnpp,frame_missing_moderate,new_error,90,46,touch neck (neckache),43,touch head (headache)
stgcnpp,frame_missing_moderate,new_error,83,27,make a phone call/answer phone,28,playing with phone/tablet
stgcnpp,frame_missing_moderate,new_error,77,31,taking a selfie,30,pointing to something with finger
stgcnpp,frame_missing_moderate,new_error,53,20,take off a hat/cap,37,salute
stgcnpp,frame_missing_moderate,new_error,49,24,reach into pocket,45,touch back (backache)
stgcnpp,frame_missing_moderate,new_error,37,41,staggering,23,kicking something
stgcnpp,frame_missing_moderate,new_error,36,49,punching/slapping other person,50,kicking other person
stgcnpp,frame_missing_moderate,new_error,33,16,take off a shoe,23,kicking something
stgcnpp,frame_missing_moderate,all_error,232,15,wear a shoe,16,take off a shoe
stgcnpp,frame_missing_moderate,all_error,173,11,writing,29,typing on a keyboard
stgcnpp,frame_missing_moderate,all_error,137,10,reading,11,writing
stgcnpp,frame_missing_moderate,all_error,121,15,wear a shoe,23,kicking something
stgcnpp,frame_missing_moderate,all_error,117,46,touch neck (neckache),43,touch head (headache)
stgcnpp,frame_missing_moderate,all_error,90,31,taking a selfie,30,pointing to something with finger
stgcnpp,frame_missing_moderate,all_error,86,51,pushing other person,54,hugging other person
stgcnpp,frame_missing_moderate,all_error,85,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
stgcnpp,frame_missing_moderate,all_error,82,16,take off a shoe,23,kicking something
stgcnpp,frame_missing_moderate,all_error,44,11,writing,28,playing with phone/tablet
stgcnpp,mixed_moderate,new_error,267,38,put the palms together,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,265,37,salute,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,218,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,187,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,174,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,166,0,drink water,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,161,36,wipe face,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,157,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,110,25,hopping (one foot jumping),48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,new_error,109,58,walking towards each other,13,wear jacket
stgcnpp,mixed_moderate,all_error,289,0,drink water,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,276,37,salute,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,231,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,195,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,189,43,touch head (headache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,189,38,put the palms together,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,187,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,112,25,hopping (one foot jumping),48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,111,36,wipe face,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_moderate,all_error,109,58,walking towards each other,13,wear jacket
stgcnpp,joint_missing_severe,new_error,352,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,new_error,222,37,salute,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,new_error,215,25,hopping (one foot jumping),36,wipe face
stgcnpp,joint_missing_severe,new_error,212,51,pushing other person,54,hugging other person
stgcnpp,joint_missing_severe,new_error,206,27,make a phone call/answer phone,28,playing with phone/tablet
stgcnpp,joint_missing_severe,new_error,200,2,brushing teeth,28,playing with phone/tablet
stgcnpp,joint_missing_severe,new_error,195,59,walking apart from each other,54,hugging other person
stgcnpp,joint_missing_severe,new_error,192,58,walking towards each other,13,wear jacket
stgcnpp,joint_missing_severe,new_error,190,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,new_error,190,39,cross hands in front (say stop),48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,all_error,381,28,playing with phone/tablet,29,typing on a keyboard
stgcnpp,joint_missing_severe,all_error,238,37,salute,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,all_error,228,27,make a phone call/answer phone,28,playing with phone/tablet
stgcnpp,joint_missing_severe,all_error,224,2,brushing teeth,28,playing with phone/tablet
stgcnpp,joint_missing_severe,all_error,219,51,pushing other person,54,hugging other person
stgcnpp,joint_missing_severe,all_error,217,25,hopping (one foot jumping),36,wipe face
stgcnpp,joint_missing_severe,all_error,215,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,all_error,209,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,joint_missing_severe,all_error,208,0,drink water,28,playing with phone/tablet
stgcnpp,joint_missing_severe,all_error,206,10,reading,28,playing with phone/tablet
stgcnpp,limb_occlusion_severe,new_error,260,21,cheer up,22,hand waving
stgcnpp,limb_occlusion_severe,new_error,208,5,pickup,34,nod head/bow
stgcnpp,limb_occlusion_severe,new_error,160,41,staggering,23,kicking something
stgcnpp,limb_occlusion_severe,new_error,146,35,shake head,28,playing with phone/tablet
stgcnpp,limb_occlusion_severe,new_error,141,26,jump up,23,kicking something
stgcnpp,limb_occlusion_severe,new_error,130,57,handshaking,52,pat on back of other person
stgcnpp,limb_occlusion_severe,new_error,123,39,cross hands in front (say stop),30,pointing to something with finger
stgcnpp,limb_occlusion_severe,new_error,120,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
stgcnpp,limb_occlusion_severe,new_error,96,42,falling,31,taking a selfie
stgcnpp,limb_occlusion_severe,new_error,85,53,point finger at the other person,52,pat on back of other person
stgcnpp,limb_occlusion_severe,all_error,276,21,cheer up,22,hand waving
stgcnpp,limb_occlusion_severe,all_error,239,29,typing on a keyboard,11,writing
stgcnpp,limb_occlusion_severe,all_error,219,11,writing,29,typing on a keyboard
stgcnpp,limb_occlusion_severe,all_error,214,5,pickup,34,nod head/bow
stgcnpp,limb_occlusion_severe,all_error,161,41,staggering,23,kicking something
stgcnpp,limb_occlusion_severe,all_error,152,35,shake head,28,playing with phone/tablet
stgcnpp,limb_occlusion_severe,all_error,132,15,wear a shoe,16,take off a shoe
stgcnpp,limb_occlusion_severe,all_error,131,57,handshaking,52,pat on back of other person
stgcnpp,limb_occlusion_severe,all_error,96,42,falling,31,taking a selfie
stgcnpp,limb_occlusion_severe,all_error,87,53,point finger at the other person,52,pat on back of other person
stgcnpp,coord_noise_severe,new_error,628,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,433,38,put the palms together,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,413,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,400,26,jump up,13,wear jacket
stgcnpp,coord_noise_severe,new_error,256,25,hopping (one foot jumping),48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,250,35,shake head,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,248,45,touch back (backache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,244,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,241,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,new_error,240,23,kicking something,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,679,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,456,38,put the palms together,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,433,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,426,28,playing with phone/tablet,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,263,53,point finger at the other person,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,261,45,touch back (backache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,261,35,shake head,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,259,25,hopping (one foot jumping),48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,259,4,drop,48,use a fan (with hand or paper)/feeling warm
stgcnpp,coord_noise_severe,all_error,258,24,reach into pocket,48,use a fan (with hand or paper)/feeling warm
stgcnpp,frame_missing_severe,new_error,211,31,taking a selfie,30,pointing to something with finger
stgcnpp,frame_missing_severe,new_error,197,53,point finger at the other person,58,walking towards each other
stgcnpp,frame_missing_severe,new_error,185,51,pushing other person,54,hugging other person
stgcnpp,frame_missing_severe,new_error,136,46,touch neck (neckache),43,touch head (headache)
stgcnpp,frame_missing_severe,new_error,95,49,punching/slapping other person,54,hugging other person
stgcnpp,frame_missing_severe,new_error,95,18,take off glasses,43,touch head (headache)
stgcnpp,frame_missing_severe,new_error,80,52,pat on back of other person,54,hugging other person
stgcnpp,frame_missing_severe,new_error,64,52,pat on back of other person,56,touch other person's pocket
stgcnpp,frame_missing_severe,new_error,53,56,touch other person's pocket,54,hugging other person
stgcnpp,frame_missing_severe,new_error,52,41,staggering,23,kicking something
stgcnpp,frame_missing_severe,all_error,239,31,taking a selfie,30,pointing to something with finger
stgcnpp,frame_missing_severe,all_error,205,53,point finger at the other person,58,walking towards each other
stgcnpp,frame_missing_severe,all_error,190,51,pushing other person,54,hugging other person
stgcnpp,frame_missing_severe,all_error,163,15,wear a shoe,16,take off a shoe
stgcnpp,frame_missing_severe,all_error,159,46,touch neck (neckache),43,touch head (headache)
stgcnpp,frame_missing_severe,all_error,133,11,writing,29,typing on a keyboard
stgcnpp,frame_missing_severe,all_error,88,52,pat on back of other person,54,hugging other person
stgcnpp,frame_missing_severe,all_error,69,52,pat on back of other person,56,touch other person's pocket
stgcnpp,frame_missing_severe,all_error,61,49,punching/slapping other person,54,hugging other person
stgcnpp,frame_missing_severe,all_error,58,24,reach into pocket,44,touch chest (stomachache/heart pain)
stgcnpp,mixed_severe,new_error,253,38,put the palms together,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,205,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,184,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,167,19,put on a hat/cap,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,159,13,wear jacket,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,104,58,walking towards each other,13,wear jacket
stgcnpp,mixed_severe,new_error,102,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,99,56,touch other person's pocket,54,hugging other person
stgcnpp,mixed_severe,new_error,97,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,new_error,91,46,touch neck (neckache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,264,38,put the palms together,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,218,3,brushing hair,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,191,21,cheer up,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,171,19,put on a hat/cap,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,110,2,brushing teeth,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,108,27,make a phone call/answer phone,48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,104,58,walking towards each other,13,wear jacket
stgcnpp,mixed_severe,all_error,102,56,touch other person's pocket,54,hugging other person
stgcnpp,mixed_severe,all_error,101,46,touch neck (neckache),48,use a fan (with hand or paper)/feeling warm
stgcnpp,mixed_severe,all_error,100,36,wipe face,48,use a fan (with hand or paper)/feeling warm
ctrgcn,clean,all_error,150,11,writing,29,typing on a keyboard
ctrgcn,clean,all_error,148,10,reading,11,writing
ctrgcn,clean,all_error,118,15,wear a shoe,16,take off a shoe
ctrgcn,clean,all_error,115,30,pointing to something with finger,31,taking a selfie
ctrgcn,clean,all_error,106,29,typing on a keyboard,11,writing
ctrgcn,clean,all_error,96,9,clapping,33,rub two hands together
ctrgcn,clean,all_error,80,40,sneeze/cough,43,touch head (headache)
ctrgcn,clean,all_error,63,11,writing,28,playing with phone/tablet
ctrgcn,clean,all_error,54,16,take off a shoe,15,wear a shoe
ctrgcn,clean,all_error,34,28,playing with phone/tablet,10,reading
ctrgcn,joint_missing_mild,new_error,243,35,shake head,4,drop
ctrgcn,joint_missing_mild,new_error,207,23,kicking something,4,drop
ctrgcn,joint_missing_mild,new_error,183,52,pat on back of other person,53,point finger at the other person
ctrgcn,joint_missing_mild,new_error,99,46,touch neck (neckache),43,touch head (headache)
ctrgcn,joint_missing_mild,new_error,98,58,walking towards each other,59,walking apart from each other
ctrgcn,joint_missing_mild,new_error,79,45,touch back (backache),44,touch chest (stomachache/heart pain)
ctrgcn,joint_missing_mild,new_error,78,5,pickup,34,nod head/bow
ctrgcn,joint_missing_mild,new_error,72,15,wear a shoe,16,take off a shoe
ctrgcn,joint_missing_mild,new_error,65,28,playing with phone/tablet,10,reading
ctrgcn,joint_missing_mild,new_error,62,55,giving something to other person,4,drop
ctrgcn,joint_missing_mild,all_error,257,35,shake head,4,drop
ctrgcn,joint_missing_mild,all_error,224,15,wear a shoe,16,take off a shoe
ctrgcn,joint_missing_mild,all_error,205,52,pat on back of other person,53,point finger at the other person
ctrgcn,joint_missing_mild,all_error,167,23,kicking something,4,drop
ctrgcn,joint_missing_mild,all_error,150,28,playing with phone/tablet,10,reading
ctrgcn,joint_missing_mild,all_error,122,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,joint_missing_mild,all_error,100,58,walking towards each other,59,walking apart from each other
ctrgcn,joint_missing_mild,all_error,95,11,writing,29,typing on a keyboard
ctrgcn,joint_missing_mild,all_error,88,45,touch back (backache),44,touch chest (stomachache/heart pain)
ctrgcn,joint_missing_mild,all_error,80,5,pickup,34,nod head/bow
ctrgcn,limb_occlusion_mild,new_error,113,53,point finger at the other person,52,pat on back of other person
ctrgcn,limb_occlusion_mild,new_error,88,22,hand waving,35,shake head
ctrgcn,limb_occlusion_mild,new_error,82,21,cheer up,22,hand waving
ctrgcn,limb_occlusion_mild,new_error,55,50,kicking other person,49,punching/slapping other person
ctrgcn,limb_occlusion_mild,new_error,54,39,cross hands in front (say stop),37,salute
ctrgcn,limb_occlusion_mild,new_error,53,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,limb_occlusion_mild,new_error,49,37,salute,35,shake head
ctrgcn,limb_occlusion_mild,new_error,47,30,pointing to something with finger,45,touch back (backache)
ctrgcn,limb_occlusion_mild,new_error,36,10,reading,11,writing
ctrgcn,limb_occlusion_mild,new_error,30,17,wear on glasses,1,eat meal/snack
ctrgcn,limb_occlusion_mild,all_error,197,10,reading,11,writing
ctrgcn,limb_occlusion_mild,all_error,189,11,writing,29,typing on a keyboard
ctrgcn,limb_occlusion_mild,all_error,155,29,typing on a keyboard,11,writing
ctrgcn,limb_occlusion_mild,all_error,151,15,wear a shoe,16,take off a shoe
ctrgcn,limb_occlusion_mild,all_error,141,53,point finger at the other person,52,pat on back of other person
ctrgcn,limb_occlusion_mild,all_error,127,47,nausea or vomiting condition,44,touch chest (stomachache/heart pain)
ctrgcn,limb_occlusion_mild,all_error,86,28,playing with phone/tablet,11,writing
ctrgcn,limb_occlusion_mild,all_error,68,22,hand waving,35,shake head
ctrgcn,limb_occlusion_mild,all_error,45,11,writing,28,playing with phone/tablet
ctrgcn,limb_occlusion_mild,all_error,37,10,reading,28,playing with phone/tablet
ctrgcn,coord_noise_mild,new_error,291,52,pat on back of other person,53,point finger at the other person
ctrgcn,coord_noise_mild,new_error,226,36,wipe face,43,touch head (headache)
ctrgcn,coord_noise_mild,new_error,192,46,touch neck (neckache),43,touch head (headache)
ctrgcn,coord_noise_mild,new_error,191,35,shake head,53,point finger at the other person
ctrgcn,coord_noise_mild,new_error,189,33,rub two hands together,9,clapping
ctrgcn,coord_noise_mild,new_error,162,35,shake head,34,nod head/bow
ctrgcn,coord_noise_mild,new_error,128,35,shake head,37,salute
ctrgcn,coord_noise_mild,new_error,111,38,put the palms together,9,clapping
ctrgcn,coord_noise_mild,new_error,84,55,giving something to other person,57,handshaking
ctrgcn,coord_noise_mild,new_error,84,29,typing on a keyboard,11,writing
ctrgcn,coord_noise_mild,all_error,312,52,pat on back of other person,53,point finger at the other person
ctrgcn,coord_noise_mild,all_error,254,36,wipe face,43,touch head (headache)
ctrgcn,coord_noise_mild,all_error,222,10,reading,28,playing with phone/tablet
ctrgcn,coord_noise_mild,all_error,208,33,rub two hands together,9,clapping
ctrgcn,coord_noise_mild,all_error,196,35,shake head,53,point finger at the other person
ctrgcn,coord_noise_mild,all_error,168,46,touch neck (neckache),43,touch head (headache)
ctrgcn,coord_noise_mild,all_error,165,35,shake head,34,nod head/bow
ctrgcn,coord_noise_mild,all_error,131,35,shake head,37,salute
ctrgcn,coord_noise_mild,all_error,131,29,typing on a keyboard,11,writing
ctrgcn,coord_noise_mild,all_error,106,11,writing,29,typing on a keyboard
ctrgcn,frame_missing_mild,new_error,138,15,wear a shoe,16,take off a shoe
ctrgcn,frame_missing_mild,new_error,68,11,writing,10,reading
ctrgcn,frame_missing_mild,new_error,52,24,reach into pocket,4,drop
ctrgcn,frame_missing_mild,new_error,41,46,touch neck (neckache),43,touch head (headache)
ctrgcn,frame_missing_mild,new_error,36,11,writing,29,typing on a keyboard
